Group,Title,docs_to_search,error,error_item,error_context,solution_item,solution_context
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",hay que considerar [que] convicto puede ser un asesino o un ladrón que ha robado algo de poco valor,,,que,"IDO1_2 - que
>> chica habría tenido que recorrer un sendero
>> , chica obstinada que era , insistió
>> razón por la que no podía escuchar
>> tan tranquilo , que a veces lo
>> Las únicas luces que iluminaban el sendero
>> aumentaban el terror que Laura estaba sintiendo
>> ruido o imagen que podía ver para
>> fuera una fugitiva que escapa de una
>> , las imágenes que veía en este
>> será el árbol que , por culpa
>> a correr pensando que alguien la estaba
>> da cuenta de que nadie la estaba
>> a el asesino que la estaba espiando

IDO1_3 - que
>> de los pacientes que la residente estaba
>> acto , dado que los doctores la
>> hacia Harleen , que estaba totalmente cegada
>> eliminar a lo que previamente era su
>> y ella , que era aún enamorada
>> periodo , hasta que llegaron de nuevo
>> por los abusos que habría sufrido por
>> de el hombre que la había puesto
>> su apariencia para que las autoridades no

IDO1_4 - que
>> , cada vez que vas a tu
>> El problema es que él te ignora
>> siempre ( hasta que te des cuenta
>> importa un coño que seas profunda ,
>> Lo que importa es que
>> tanto perfume para que tu cerebro se
>> ¡ no quieres que tu amorcito vea
>> Una vez que te haya notado
>> Primero , tienes que hablar de temas
>> Ahora que la conversación ha
>> emborrachar te hasta que llegues a su
>> ver una habitación que nunca ha sido
>> de lo imbécil que es .
>> pues te dirá que no está listo

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']","personas que realmente son inocentes, y que quizás han (hecho) [cometido] un error estúpido",hecho,"IDO1_2 - hecho
>> , esto la hacía sentir más segura
>> , para no hacer se ver por
>> búho travieso , hizo caer una rama

IDO1_3 - hecho
>> De hecho , la puso
>> y ella respondió haciendo lo mismo ,
>> reconocer , se hizo terapista , en

IDO1_4 - hecho
>> mediocre ) te hace hervir la sangre
>> consejos perfectos para hacer te notar de

",cometido,"IDO1_3 - cometido
>> otra , continuaron cometiendo crímenes por un

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",quizás han cometido un error estúpido que los ha (traído) [llevado] allí,traído,"IDO1_2 - traído
>> que la habría traído a el parque

",llevado,
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",a personas que son realmente un peligro (por) [para] la sociedad,por,"IDO1_2 - por
>> que era celebérrimo por ser uno de
>> amigos , preocupados por ella , la
>> muerto , razón por la que no
>> los arbustos movidos por el viento y
>> parque , separada por un recinto ,
>> , se ponía por el lado de
>> árbol que , por culpa de un

IDO1_3 - por
>> universidad , y por eso le fue
>> a los doctores por tres meses para
>> paciente era caracterizada por ser extremamente toxica
>> a Harleen solo por su cuerpo ,
>> continuaron cometiendo crímenes por un periodo ,
>> había casi matada por celos , y

IDO1_4 - por
>> cerebro se fría por el intenso aroma
>> a beber algo por la tarde .

",para,"IDO1_2 - para
>> utilizar su móvil para crear luz ,
>> de las tinieblas para raptar la ,
>> que podía ver para poder se sentir
>> el camino , para no hacer se
>> comenzó a mirar para el árbol ,
>> que la alcanzó para después matar la

IDO1_3 - para
>> por tres meses para que pudiera analizar
>> , se encontraron para formar una pareja
>> cambiado su apariencia para que las autoridades

IDO1_4 - para
>> Consejos para conquistar a tu
>> los consejos perfectos para hacer te notar
>> Ponte tanto perfume para que tu cerebro
>> quiere un publico para manifestar su narcisismo
>> tu casa , para "" ver esta
>> Llegarás allí , para ver una habitación
>> no está listo para nada serio ,

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",causar que ellos se conviertan en (reales) [verdaderos] asesinos,reales,"IDO1_4 - reales
>> cual tener una real conversación .

",verdaderos,
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']","muchas veces, si (esta) [una] persona está en la cárcel",esta,"IDO1_2 - esta
>> Sin embargo , esto la hacía sentir
>> propia gracias a estas luces tenues .
>> Estas ceguera y sordera
>> de todo en estos estados de puro
>> que veía en este estado de confusión

IDO1_3 - esta
>> las consecuencias de este acto , dado

IDO1_4 - esta
>> para "" ver esta nueva serie que

",una,"IDO1_2 - una
>> Después haber transcurrido una fantástica velada en
>> camino le daba una sensación de miedo
>> , separada por un recinto , donde
>> Quizás un hombre podía llegar
>> Uno puede imaginar se
>> en control de una situación en la
>> Si oía un ruido sospechoso ,
>> por culpa de un búho travieso ,
>> se tropieza con una piedra atrapada en
>> caminado lentamente , un error que le
>> , prácticamente a unos pasos de su

IDO1_3 - una
>> Harleen era una de las estudiantes
>> Uno de los pacientes
>> la encerraron en una celda , pero
>> encontraron para formar una pareja de criminales
>> la pareja tenía unos momentos dulces y
>> la puso en un cohete , pero
>> el ayuda de un enemigo de Joker
>> De nuevo enamorados uno de la otra
>> Siguieron una serie de episodios
>> , intentando conducir una vida lo más
>> de poder comenzar una nueva vida .

IDO1_4 - una
>> como si fueras un espectro y ,
>> no hay ni una neurona en su
>> chicos le importa un coño que seas
>> que puedan producir una ráfaga de viento
>> la cara con un mínimo de dos
>> Una vez que te
>> Él solo quiere un publico para manifestar
>> viendo en ti un lado débil y
>> , para ver una habitación que nunca

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",es normal (tener) [sentir] pena por los prisioneros,tener,"IDO1_2 - tener
>> la chica habría tenido que recorrer un
>> ella control no tenía .

IDO1_3 - tener
>> veces la pareja tenía unos momentos dulces

IDO1_4 - tener
>> Primero , tienes que hablar de
>> con la cual tener una real conversación

",sentir,"IDO1_2 - sentir
>> esto la hacía sentir más segura ,
>> que Laura estaba sintiendo , porque su
>> para poder se sentir en control de

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",pero hay también que pensar en las (victimas) [víctimas] de estos tristes episodios,victimas,,víctimas,
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']","a veces, una (victima) [víctima] se sentirá más segura sabiendo que la persona que ha traído",victima,,víctima,
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",que ha traído tanta tristeza y dolor (en) [a] su vida,en,"IDO1_2 - en
>> una fantástica velada en compañía de sus
>> y se fue en la calle oscura
>> se de todo en estos estados de
>> poder se sentir en control de una
>> imágenes que veía en este estado de
>> ; Laura , en estado de pánico
>> una piedra atrapada en el terreno resbaladizo
>> la allí , en el parque ,

IDO1_3 - en
>> puesto como residente en un psiquiátrico ,
>> Él la sedujo en sus sesiones de
>> doctores la encerraron en una celda ,
>> , la puso en un cohete ,
>> amaron y colaboraron en sus crímenes y
>> hizo terapista , en la esperanza de

IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

",a,"IDO1_2 - a
>> Laura decidió volver a su piso a
>> : “ Duerme a nuestra casa hoy
>> particularmente silencioso , a veces se oían
>> tranquilo , que a veces lo único
>> de la calle a el lado de
>> parque , volvía a el lado interno
>> total , comenzó a mirar para el
>> , se pone a correr pensando que
>> , habría llegado a casa sana y

IDO1_3 - a
>> donde Harleen imploró a los doctores por
>> y , gracias a la ayuda de
>> los dos llegaron a ser libres ,
>> veces Joker utilizaba a Harleen solo por
>> , quiso eliminar a lo que previamente
>> casi logra matar a Joker , pero
>> llegaron de nuevo a un punto de
>> afloja , donde a veces se amaron

IDO1_4 - a
>> Consejos para conquistar a tu crush
>> vez que vas a tu puesto de
>> mismo , gracias a los consejos perfectos
>> A los chicos le
>> dejar ningún espacio a la imaginación .
>> le puedan interesar a él , como
>> te ha invitado a beber algo por
>> Casi has llegado a su corazón ,
>> tenéis , pero a ti que te

"
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']",y no puede (dañar a esa persona o a otras) [dañarlos a ella o a otros],dañar a esa persona o a otras,,dañarlos a ella o a otros,
IDO1,IDO1_1,"['IDO1_2', 'IDO1_3', 'IDO1_4']","a los que muchas veces se (llaman) [llama] ""balas perdidas""",llaman,,llama,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","si hubiese seguido corriendo, habría llegado a [su] casa sana y salva",,,su,"IDO1_3 - su
>> más dotadas de su universidad , y
>> estaba estudiando , su nombre era Joker
>> la sedujo en sus sesiones de psiquiatría
>> Harleen solo por su cuerpo , y
>> que previamente era su amor .
>> y colaboraron en sus crímenes y matanzas
>> de haber cambiado su apariencia para que

IDO1_4 - su
>> una neurona en su cerebro ) .
>> publico para manifestar su narcisismo , y
>> has llegado a su corazón , solo
>> unas tazas con sus propios microorganismos y
>> de casa porque su novia está llegando
>> has logrado obtener su atención !

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","pero, como ya [se ha] mencionado, no podía usarlo",,,se ha,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",analizaba cualquier ruido o imagen (que podía ver) [a su alrededor],que podía ver,,a su alrededor,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","por los árboles y sus ramas, que (asumían) [adquirían] vida propia gracias a estas luces tenues",asumían,,adquirían,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","volvía al lado interno del camino, para no (hacerse) [dejarse] ver por los coches",hacerse,"IDO1_3 - hacerse
>> y ella respondió haciendo lo mismo , pero

",dejarse,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",prácticamente a unos pasos de su (casa) [destino],casa,"IDO1_4 - casa
>> invitará a tu casa , para ""
>> te echa de casa porque su novia

",destino,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",a veces lo único que se podía oír era el (respiro temblante) [tembloroso respirar] de Laura,respiro temblante,,tembloroso respirar,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",porque su mente (revisaba) [pasaba revista a] los escenarios más tremendos y horrorosos,revisaba,,pasaba revista a,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",y la escalofriante (quiete) [quietud] del camino le daba una sensación de miedo,quiete,,quietud,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",tropezó con una piedra (atrapada en el) [que sobresalía del] terreno resbaladizo,atrapada en el,,que sobresalía del,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",dentro del parque que era celebérrimo por ser uno de los más (arriesgados) [peligrosos] de la ciudad,arriesgados,,peligrosos,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","por culpa de un búho travieso, (hizo) [dejó] caer una rama que la golpeó",hizo,"IDO1_3 - hizo
>> De hecho , la puso
>> y ella respondió haciendo lo mismo ,
>> reconocer , se hizo terapista , en

IDO1_4 - hizo
>> mediocre ) te hace hervir la sangre
>> consejos perfectos para hacer te notar de

",dejó,"IDO1_4 - dejó
>> posees , sin dejar ningún espacio a

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",después [de] haber transcurrido una fantástica velada,,,de,"IDO1_3 - de
>> Harleen era una de las estudiantes de
>> Uno de los pacientes que
>> en sus sesiones de psiquiatría obteniendo su
>> sufrió las consecuencias de este acto ,
>> formar una pareja de criminales .
>> La relación de la psiquiatra novicia
>> , la mayoría de las veces Joker
>> De hecho , la
>> Con el ayuda de un enemigo de
>> De nuevo enamorados uno
>> con la motivación de vengar se por
>> Siguieron una serie de episodios de tira
>> la mala influencia de el hombre que
>> mujer , después de haber cambiado su

IDO1_4 - de
>> a tu puesto de trabajo , a
>> dedicas cada segundo de tu vida pensando
>> Pero tus momentos de desgracia y aflicción
>> producir una ráfaga de viento cada vez
>> con un mínimo de dos kilos de
>> tienes que hablar de temas que le
>> a su nivel de receptividad y conciencia
>> recordará el mercado de el pescado ,
>> Después de el acto ,
>> sigues siendo enamorada de él , pues

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",para (poderse) [poder] sentir (en) [que recuperaba el] control de una situación,"poderse, en","IDO1_3 - en
>> puesto como residente en un psiquiátrico ,
>> Él la sedujo en sus sesiones de
>> doctores la encerraron en una celda ,
>> , la puso en un cohete ,
>> amaron y colaboraron en sus crímenes y
>> hizo terapista , en la esperanza de

IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

","poder, que recuperaba el","IDO1_3 - poder
>> meses para que pudiera analizar el enfermo
>> autoridades no la pudieran reconocer , se

IDO1_4 - poder
>> tas largas que puedan producir una ráfaga
>> temas que le puedan interesar a él

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",Laura decidió volver a su piso a (un horario) [una hora] irrazonable,un horario,,una hora,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",duerme (a) [en] nuestra casa hoy,a,"IDO1_3 - a
>> donde Harleen imploró a los doctores por
>> y , gracias a la ayuda de
>> los dos llegaron a ser libres ,
>> veces Joker utilizaba a Harleen solo por
>> , quiso eliminar a lo que previamente
>> casi logra matar a Joker , pero
>> llegaron de nuevo a un punto de
>> afloja , donde a veces se amaron

IDO1_4 - a
>> Consejos para conquistar a tu crush
>> vez que vas a tu puesto de
>> mismo , gracias a los consejos perfectos
>> A los chicos le
>> dejar ningún espacio a la imaginación .
>> le puedan interesar a él , como
>> te ha invitado a beber algo por
>> Casi has llegado a su corazón ,
>> tenéis , pero a ti que te

",en,"IDO1_3 - en
>> puesto como residente en un psiquiátrico ,
>> Él la sedujo en sus sesiones de
>> doctores la encerraron en una celda ,
>> , la puso en un cohete ,
>> amaron y colaboraron en sus crímenes y
>> hizo terapista , en la esperanza de

IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",duerme en nuestra casa hoy y vuelve mañana a (tu casa) [la tuya],tu casa,"IDO1_4 - tu casa
>> te invitará a tu casa , para ""

",la tuya,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","pero ella, [como la] chica obstinada que era, insistió",,,como la,"IDO1_4 - como la
>> a él , como el fútbol o los

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",y se fue (en) [por] la calle oscura,en,"IDO1_3 - en
>> puesto como residente en un psiquiátrico ,
>> Él la sedujo en sus sesiones de
>> doctores la encerraron en una celda ,
>> , la puso en un cohete ,
>> amaron y colaboraron en sus crímenes y
>> hizo terapista , en la esperanza de

IDO1_4 - en
>> tu vida pensando en él , la
>> ni una neurona en su cerebro )
>> él , viendo en ti un lado
>> finalmente unir te en momentos de pasión

",por,"IDO1_3 - por
>> universidad , y por eso le fue
>> a los doctores por tres meses para
>> paciente era caracterizada por ser extremamente toxica
>> a Harleen solo por su cuerpo ,
>> continuaron cometiendo crímenes por un periodo ,
>> había casi matada por celos , y

IDO1_4 - por
>> cerebro se fría por el intenso aroma
>> a beber algo por la tarde .

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",la calle oscura que la (traería) [llevaría] al parque cerca de su casa,traería,,llevaría,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",su móvil (estaba) [había] muerto,estaba,"IDO1_3 - estaba
>> que la residente estaba estudiando , su
>> Harleen , que estaba totalmente cegada por
>> , pero mientras estaba a el punto

IDO1_4 - estaba
>> de la que estás infatuada ni sabe
>> porque su novia está llegando , y
>> dirá que no está listo para nada

",había,"IDO1_3 - había
>> Joker la había casi matada por
>> hombre que la había puesto frente mucho
>> , después de haber cambiado su apariencia

IDO1_4 - había
>> de que no hay ni una neurona
>> vez que te haya notado , tu
>> que la conversación ha ido perfectamente ,
>> Casi has llegado a su
>> habitación que nunca ha sido limpiada ,
>> , porque te habrás dado cuenta de
>> a el final has logrado obtener su

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",como siempre (hacia) [hacía] cuando caminaba sola,hacia,"IDO1_3 - hacia
>> manipulador y abusivo hacia Harleen , que

",hacía,"IDO1_3 - hacía
>> De hecho , la puso
>> y ella respondió haciendo lo mismo ,
>> reconocer , se hizo terapista , en

IDO1_4 - hacía
>> mediocre ) te hace hervir la sangre
>> consejos perfectos para hacer te notar de

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",porque podía oír los ruidos y sonidos (de sus entornos) [a su alrededor],de sus entornos,,a su alrededor,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",a veces se oían ruidos provenientes (da) [de] los arbustos movidos por el viento,da,"IDO1_3 - da
>> este acto , dado que los doctores

IDO1_4 - da
>> porque te habrás dado cuenta de lo

",de,"IDO1_3 - de
>> Harleen era una de las estudiantes de
>> Uno de los pacientes que
>> en sus sesiones de psiquiatría obteniendo su
>> sufrió las consecuencias de este acto ,
>> formar una pareja de criminales .
>> La relación de la psiquiatra novicia
>> , la mayoría de las veces Joker
>> De hecho , la
>> Con el ayuda de un enemigo de
>> De nuevo enamorados uno
>> con la motivación de vengar se por
>> Siguieron una serie de episodios de tira
>> la mala influencia de el hombre que
>> mujer , después de haber cambiado su

IDO1_4 - de
>> a tu puesto de trabajo , a
>> dedicas cada segundo de tu vida pensando
>> Pero tus momentos de desgracia y aflicción
>> producir una ráfaga de viento cada vez
>> con un mínimo de dos kilos de
>> tienes que hablar de temas que le
>> a su nivel de receptividad y conciencia
>> recordará el mercado de el pescado ,
>> Después de el acto ,
>> sigues siendo enamorada de él , pues

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']","provenían de la calle [de] al lado del parque, separada por un recinto",,,de,"IDO1_3 - de
>> Harleen era una de las estudiantes de
>> Uno de los pacientes que
>> en sus sesiones de psiquiatría obteniendo su
>> sufrió las consecuencias de este acto ,
>> formar una pareja de criminales .
>> La relación de la psiquiatra novicia
>> , la mayoría de las veces Joker
>> De hecho , la
>> Con el ayuda de un enemigo de
>> De nuevo enamorados uno
>> con la motivación de vengar se por
>> Siguieron una serie de episodios de tira
>> la mala influencia de el hombre que
>> mujer , después de haber cambiado su

IDO1_4 - de
>> a tu puesto de trabajo , a
>> dedicas cada segundo de tu vida pensando
>> Pero tus momentos de desgracia y aflicción
>> producir una ráfaga de viento cada vez
>> con un mínimo de dos kilos de
>> tienes que hablar de temas que le
>> a su nivel de receptividad y conciencia
>> recordará el mercado de el pescado ,
>> Después de el acto ,
>> sigues siendo enamorada de él , pues

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",donde algún coche de (transito) [tránsito],transito,,tránsito,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",donde algún coche de (tránsito) [paso] a veces creaba sombras,tránsito,,paso,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",sombras inquietantes animadas por los (arboles) [árboles],arboles,,árboles,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",sombras inquietantes animadas por los árboles y sus (ramos) [ramas],ramos,,ramas,
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",lo ideal habría sido utilizar su móvil para (crear) [tener] luz,crear,,tener,"IDO1_3 - tener
>> veces la pareja tenía unos momentos dulces

IDO1_4 - tener
>> Primero , tienes que hablar de
>> con la cual tener una real conversación

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",(estas) [la] ceguera y [la] sordera aumentaban el terror que Laura estaba sintiendo,estas,"IDO1_3 - estas
>> las consecuencias de este acto , dado

IDO1_4 - estas
>> para "" ver esta nueva serie que

","la, la","IDO1_3 - la
>> era una de las estudiantes de psicología
>> Uno de los pacientes que la
>> Él la sedujo en sus
>> La joven sufrió las
>> Cuando los dos llegaron a
>> La relación de la
>> Si algunas veces la pareja tenía unos
>> De hecho , la puso en un
>> Con el ayuda de un
>> enamorados uno de la otra , continuaron
>> Joker la había casi matada
>> poner fin a la vida de el
>> posible , sin la mala influencia de
>> La mujer , después

IDO1_4 - la
>> trabajo , a la universidad o a
>> El problema es que
>> , gracias a los consejos perfectos para
>> A los chicos le importa
>> se fría por el intenso aroma ,
>> , y cúbrete la cara con un
>> él , como el fútbol o los
>> una persona con la cual tener una
>> Ahora que la conversación ha ido
>> que te recordará el mercado de el
>> Después de el acto , dormiréis
>> que le gustan las "" dinámicas ""

IDO1_3 - la
>> era una de las estudiantes de psicología
>> Uno de los pacientes que la
>> Él la sedujo en sus
>> La joven sufrió las
>> Cuando los dos llegaron a
>> La relación de la
>> Si algunas veces la pareja tenía unos
>> De hecho , la puso en un
>> Con el ayuda de un
>> enamorados uno de la otra , continuaron
>> Joker la había casi matada
>> poner fin a la vida de el
>> posible , sin la mala influencia de
>> La mujer , después

IDO1_4 - la
>> trabajo , a la universidad o a
>> El problema es que
>> , gracias a los consejos perfectos para
>> A los chicos le importa
>> se fría por el intenso aroma ,
>> , y cúbrete la cara con un
>> él , como el fútbol o los
>> una persona con la cual tener una
>> Ahora que la conversación ha ido
>> que te recordará el mercado de el
>> Después de el acto , dormiréis
>> que le gustan las "" dinámicas ""

"
IDO1,IDO1_2,"['IDO1_3', 'IDO1_4']",porque su mente pasaba revista a (todos) los escenarios más tremendos y horrorosos,todos,"IDO1_4 - todos
>> te olvides mostrar toda la carne que
>> y asiente a todo lo que dice

",,
