participant_ID,text_ID,docs_to_search,error,error_item,error_context,solution_item,solution_context
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",se concentran (los) [varios] planes ilegales en pocas celdas,los,"AMN1_2 - los
>> ascensión humana de el Monte Olimpo (
>> La infinita llanura carmesí
>> unos minutos , el cristal de el
>> su viaje hacia la cumbre de la
>> Sería la primera vez que
>> A el equipo de ocho
>> Para los que consiguieron ascender
>> Evidentemente , la falta de aire
>> Además , ni el peso corporal de
>> pesaban menos de la mitad .
>> La última vez que
>> Por eso , los recuerdos escasos de
>> Sin embrago , la razón verdadera por
>> kilómetros para ver el enorme volcán desde
>> erigían y desmontaban la base que les
>> Durante el día seguían su
>> ascendiendo continuamente y la mirada hacia el
>> un taikonauta de el equipo no pudo
>> El proceder común era
>> quería prosperar en el nuevo hogar de
>> habían permanecido en la Tierra donde caminan
>> era válido arriesgar el éxito de la
>> últimos pensamientos en el delirio de la
>> Miraron fijamente por el cristal empañado que
>> Ahora , los tres taikonautas que
>> Las temperaturas de la
>> constató uno de los Taikonautas sin que
>> Con el último ánimo que
>> ya estaban esperando los entre los acantilados
>> El final básicamente consistió
>> encaminar se hacia la última etapa ,
>> A el principio atribuyeron tal
>> azul destacó de la superficie rojísima que
>> A la medida que se
>> A el estar enfrente de
>> con inacabable tenacidad la punta de su
>> que solo merecen la denominación basura .
>> su tecnología avanzada los drones se marearon
>> Se acumularon los residuos y la
>> se uno a el otro avanzando hacia
>> ciegos hasta que la falta de oxígeno
>> asombro y aceptaron el sobrenatural cambio climático
>> estaban colgadas en las laderas coloridas banderas
>> que contrastó con el impecable fondo blanco
>> Lentamente se aproximaba el fin de el
>> cierto momento , la nieve perdió su
>> se abrieron en el suelo y revelaron
>> No fueron los primeros y no
>> Perdidos en el espacio y el
>> A el punto de desmayar
>> Pareció eterna y los taikonautas calentaron sus

AMN1_3 - los
>> El imperio romano contraataca
>> Italia declaró la guerra a diferentes
>> Hace tres horas el presidente de la
>> A continuación , el presidente ha movilizado
>> , se divulga la noticia que Italia
>> Según el jefe de el
>> un discurso en la televisión italiana se
>> Efectivamente , todos los países mediterráneos y
>> con fervor que la cultura romana hacía
>> Encima , negó el derecho de los
>> Recalcó que sin el imperio romano el
>> punto de vista las democracias han frenado
>> Frente a la amenaza que supuestamente
>> En cuanto a las lenguas romances que
>> Argumentó que la única versión ""
>> A el final , antes

AMN1_4 - los
>> Responde por favor el siguiente cuestionario .
>> Es para garantizar la dignidad de el
>> El bienestar de nuestros
>> mereces más que los demás ?
>> ¿ Te inspiran los carnívoros salvajes que
>> es de lejos la mejor serie que
>> mala vibra quitas el contacto para salvar
>> con más de la mitad de las
>> ¡ Tú eres el elegido/la elegida !
>> ha ido tenemos la necesaria distancia científica
>> Enfoquémonos en el verdadero texto .
>> Hace unos años los contenidos de autoayuda
>> A menudo , los mismos aprendices se
>> lo menos yo los veo .
>> sin haber cumplido los suyos .
>> tener éxito con las negociaciones para enseñar
>> No obstante , la falta de conocimiento
>> Todo el mundo tiene el
>> cultural es que las personas que salen
>> hicieras , aprovecharé la ocasión para dar
>> No te pases el listo .
>> muy probable que las personas alrededor de
>> de intentar superar los todo el rato
>> tus amigos en el instante que muestran
>> Las americanas están bien
>> Ve a el parque zoológico en
>> Antes de seguir las recomendaciones de alguien
>> A lo mejor el gurú no es
>> La vida despliega sus

",varios,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(Romanía) [Rumanía],Romanía,,Rumanía,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']","(al contrario) [en cambio], los dos sin armas",al contrario,,en cambio,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",los países (occidentes) [occidentales],occidentes,,occidentales,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",el color (negrito) [negro] guarda todo el calor,negrito,,negro,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(guardia) [guardián],guardia,,guardián,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la [desfavorable] situación (desfavorable),desfavorable,,desfavorable,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la desfavorable situación [se] exacerba,,,se,"AMN1_2 - se
>> infinita llanura carmesí se extendía debajo de
>> de el casco se empañaba .
>> dos drones , les quedaban unos lejanos
>> psicológicamente , no les habría parecido nada
>> de aire que se siente en las
>> de los taikonautas se parecía a el
>> No se daban cuenta .
>> su mente no les pudo proporcionar la
>> de el pasado se habría aburrido era
>> la base que les protegía de el
>> camino hasta encontrar se rendidos .
>> Aunque sus aparatos les indicaban , sin
>> seguir , simplemente lo abandonaron .
>> común era llevar se el recipiente de
>> cuando sus colegas les quitaban el oxígeno
>> sus sueños finalmente se acercaba .
>> podemos respirar por él ” , constató
>> que sobraba en ellos corrían en dirección
>> comenzar a encaminar se hacia la última
>> la medida que se acercaban obligaron a
>> Aparentemente , se enfrentaron a un
>> de el objeto se dieron cuenta que
>> y incrédulos ignoraron lo imposible y siguieron
>> avanzada los drones se marearon abandonando a
>> Se acumularon los residuos
>> mucho afán superar se uno a el
>> aumentada sus cascos se convirtieron en opacas
>> Lentamente se aproximaba el fin
>> su suavidad y se puso dura .
>> Grietas chicas se abrieron en el
>> y el tiempo se asustaron con el
>> punto de desmayar se por el cansancio
>> el resplandor cuando se quitaron los cascos

AMN1_3 - se
>> para "" traer les la cultura de
>> Además , se divulga la noticia
>> la televisión italiana se dirigó a su
>> que , según él , solamente la
>> lenguas romances que se hablan en las

AMN1_4 - se
>> tu profesión no lo exige ?
>> que estos desgraciados se hayan marchado …
>> extraña de personas se ha ido tenemos
>> Hoy se publican videos ,
>> los mismos aprendices se convierten en versiones
>> Por Instagram se ven un montón
>> Lo que realmente supone
>> dicho que no lo hicieras , aprovecharé
>> podrías aprender de ellos .
>> un pecado alejar se de personas que
>> Lo acepto .
>> reflexiona qué exactamente le da la autoridad
>> A lo mejor el gurú
>> maravillas cuando no se trata de ti.
>> No cuestiones lo que escribo .

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la desfavorable situación se exacerba [cada] vez más,,,cada,"AMN1_2 - cada
>> Cada día de nuevo
>> sol se demoraba cada día más en
>> repente , hallaron cada vez más objetos

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la [estrecha] calle (estrecha),estrecha,,estrecha,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",los cuatro ladrones son (convictos) [detenidos] y metidos en el coche,convictos,,detenidos,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",no le (hacen sentir) [inspiran] ninguna compasión,hacen sentir,,inspiran,"AMN1_4 - inspiran
>> ¿ Te inspiran los carnívoros salvajes

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",al (final) [fin y al cabo] solo estaban presentes,final,"AMN1_2 - final
>> El final básicamente consistió en

AMN1_3 - final
>> A el final , antes de

",fin y al cabo,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",una llamada en (la) prisión,la,"AMN1_2 - la
>> ascensión humana de el Monte Olimpo (
>> La infinita llanura carmesí
>> unos minutos , el cristal de el
>> su viaje hacia la cumbre de la
>> Sería la primera vez que
>> A el equipo de ocho
>> Para los que consiguieron ascender
>> Evidentemente , la falta de aire
>> Además , ni el peso corporal de
>> pesaban menos de la mitad .
>> La última vez que
>> Por eso , los recuerdos escasos de
>> Sin embrago , la razón verdadera por
>> kilómetros para ver el enorme volcán desde
>> erigían y desmontaban la base que les
>> Durante el día seguían su
>> ascendiendo continuamente y la mirada hacia el
>> un taikonauta de el equipo no pudo
>> El proceder común era
>> quería prosperar en el nuevo hogar de
>> habían permanecido en la Tierra donde caminan
>> era válido arriesgar el éxito de la
>> últimos pensamientos en el delirio de la
>> Miraron fijamente por el cristal empañado que
>> Ahora , los tres taikonautas que
>> Las temperaturas de la
>> constató uno de los Taikonautas sin que
>> Con el último ánimo que
>> ya estaban esperando los entre los acantilados
>> El final básicamente consistió
>> encaminar se hacia la última etapa ,
>> A el principio atribuyeron tal
>> azul destacó de la superficie rojísima que
>> A la medida que se
>> A el estar enfrente de
>> con inacabable tenacidad la punta de su
>> que solo merecen la denominación basura .
>> su tecnología avanzada los drones se marearon
>> Se acumularon los residuos y la
>> se uno a el otro avanzando hacia
>> ciegos hasta que la falta de oxígeno
>> asombro y aceptaron el sobrenatural cambio climático
>> estaban colgadas en las laderas coloridas banderas
>> que contrastó con el impecable fondo blanco
>> Lentamente se aproximaba el fin de el
>> cierto momento , la nieve perdió su
>> se abrieron en el suelo y revelaron
>> No fueron los primeros y no
>> Perdidos en el espacio y el
>> A el punto de desmayar
>> Pareció eterna y los taikonautas calentaron sus

AMN1_3 - la
>> El imperio romano contraataca
>> Italia declaró la guerra a diferentes
>> Hace tres horas el presidente de la
>> A continuación , el presidente ha movilizado
>> , se divulga la noticia que Italia
>> Según el jefe de el
>> un discurso en la televisión italiana se
>> Efectivamente , todos los países mediterráneos y
>> con fervor que la cultura romana hacía
>> Encima , negó el derecho de los
>> Recalcó que sin el imperio romano el
>> punto de vista las democracias han frenado
>> Frente a la amenaza que supuestamente
>> En cuanto a las lenguas romances que
>> Argumentó que la única versión ""
>> A el final , antes

AMN1_4 - la
>> Responde por favor el siguiente cuestionario .
>> Es para garantizar la dignidad de el
>> El bienestar de nuestros
>> mereces más que los demás ?
>> ¿ Te inspiran los carnívoros salvajes que
>> es de lejos la mejor serie que
>> mala vibra quitas el contacto para salvar
>> con más de la mitad de las
>> ¡ Tú eres el elegido/la elegida !
>> ha ido tenemos la necesaria distancia científica
>> Enfoquémonos en el verdadero texto .
>> Hace unos años los contenidos de autoayuda
>> A menudo , los mismos aprendices se
>> lo menos yo los veo .
>> sin haber cumplido los suyos .
>> tener éxito con las negociaciones para enseñar
>> No obstante , la falta de conocimiento
>> Todo el mundo tiene el
>> cultural es que las personas que salen
>> hicieras , aprovecharé la ocasión para dar
>> No te pases el listo .
>> muy probable que las personas alrededor de
>> de intentar superar los todo el rato
>> tus amigos en el instante que muestran
>> Las americanas están bien
>> Ve a el parque zoológico en
>> Antes de seguir las recomendaciones de alguien
>> A lo mejor el gurú no es
>> La vida despliega sus

",,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",ha dado [a] luz a un niño,,,a,"AMN1_2 - a
>> A el equipo de
>> extraordinario en cuanto a el reto físico
>> taikonautas se parecía a el de la
>> que dejó cuestionar a el equipo si
>> , sin lugar a duda , que
>> corrían en dirección a el cráter .
>> minutos tras comenzar a encaminar se hacia
>> A el principio atribuyeron
>> A la medida que
>> , se enfrentaron a un punto azul
>> A el estar enfrente
>> A pesar de su
>> superar se uno a el otro avanzando
>> Debido a su respiración aumentada
>> , milagrosamente empezó a nevar .
>> sobrenatural cambio climático a su alrededor .
>> Similar a telas de araña
>> A el punto de

AMN1_3 - a
>> declaró la guerra a diferentes países
>> declarado la guerra a las siguientes naciones
>> A continuación , el
>> de la invasión a gran escala carecen
>> italiana se dirigó a su población ,
>> solamente la asimilación a la cultura romana
>> Frente a la amenaza que
>> En cuanto a las lenguas romances
>> A el final ,

AMN1_4 - a
>> en tu día a día , aunque
>> arrodillarías y empezarías a rezar ?
>> con maestros que a pesar de haber
>> A menudo , los
>> este movimiento llegó a su auge .
>> negociaciones para enseñar a otros cómo fundar
>> tiene el derecho a hacer el primo
>> Si conoces a alguien así o
>> únicamente contribuyen negatividad a tu vida ,
>> Ve a el parque zoológico
>> Vas a ver que no
>> de aconsejar te a ti ?
>> A lo mejor el

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",la barriga (grandote) [grandota] de su hermana,grandote,,grandota,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",obligan [a] los estados a gestionar las cárceles,,,a,"AMN1_2 - a
>> A el equipo de
>> extraordinario en cuanto a el reto físico
>> taikonautas se parecía a el de la
>> que dejó cuestionar a el equipo si
>> , sin lugar a duda , que
>> corrían en dirección a el cráter .
>> minutos tras comenzar a encaminar se hacia
>> A el principio atribuyeron
>> A la medida que
>> , se enfrentaron a un punto azul
>> A el estar enfrente
>> A pesar de su
>> superar se uno a el otro avanzando
>> Debido a su respiración aumentada
>> , milagrosamente empezó a nevar .
>> sobrenatural cambio climático a su alrededor .
>> Similar a telas de araña
>> A el punto de

AMN1_3 - a
>> declaró la guerra a diferentes países
>> declarado la guerra a las siguientes naciones
>> A continuación , el
>> de la invasión a gran escala carecen
>> italiana se dirigó a su población ,
>> solamente la asimilación a la cultura romana
>> Frente a la amenaza que
>> En cuanto a las lenguas romances
>> A el final ,

AMN1_4 - a
>> en tu día a día , aunque
>> arrodillarías y empezarías a rezar ?
>> con maestros que a pesar de haber
>> A menudo , los
>> este movimiento llegó a su auge .
>> negociaciones para enseñar a otros cómo fundar
>> tiene el derecho a hacer el primo
>> Si conoces a alguien así o
>> únicamente contribuyen negatividad a tu vida ,
>> Ve a el parque zoológico
>> Vas a ver que no
>> de aconsejar te a ti ?
>> A lo mejor el

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(dependiente) [dependiendo] de la gravedad del crimen,dependiente,,dependiendo,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",es el lugar (cierto) [adecuado] para cambiar el comportamiento,cierto,"AMN1_2 - cierto
>> En cierto momento , la

",adecuado,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",el miedo (es) [está] muy presente,es,"AMN1_2 - es
>> Sería la primera vez
>> muy fatigante que sea psicológicamente , no
>> se habría aburrido era la subida mínima
>> primitivos , que eran de otro mundo
>> El proceder común era llevar se el
>> humanidad no podía ser débil .
>> En ninguna circunstancia era válido arriesgar el
>> Estos solían ser sus últimos pensamientos
>> concluir su odisea eran tan bajas que
>> la misión , ser grabado por las
>> pudieron negar que eran testigos de algo
>> no sabían qué era ) y más
>> : la cumbre era cubierta por huesos
>> No fueron los primeros y

AMN1_3 - es
>> los países que son los objetivos de
>> de el latín sería el italiano ya

AMN1_4 - es
>> Es para garantizar la
>> nuestros lectores siempre es nuestra prioridad .
>> y exagerada que sea una frase ,
>> ¿ Peaky Blinders es de lejos la
>> ¡ Tú eres el elegido/la elegida
>> para analizar dichos seres desagradables .
>> no hace falta ser una atleta para
>> de conocimiento no es un crimen .
>> una degradación cultural es que las personas
>> Es muy probable que
>> No es un pecado alejar
>> el gurú no es más que un

",está,"AMN1_2 - está
>> equipo si realmente estaban avanzando .
>> duda , que estaban ascendiendo continuamente y
>> sus tumbas ya estaban esperando los entre
>> A el estar enfrente de el
>> telas de araña estaban colgadas en las
>> revelaron lo que estaba manifestando el agua

AMN1_3 - está
>> con dichos países estaban bajo el control

AMN1_4 - está
>> Cuando tus amigos están de mal humor
>> la autoayuda suelen estar ocupados con una
>> Las americanas están bien .

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(aparte) [fuera] de los países occidentales,aparte,,fuera,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",a nadie le gustaría (pasar) [cumplir] una condena,pasar,,cumplir,"AMN1_4 - cumplir
>> te explica como cumplir tus sueños sin

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",el miedo a la (deprivación) [privación] completa de la libertad,deprivación,,privación,
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",(resulta) [es] indudable que las razones,resulta,"AMN1_4 - resulta
>> ¿ Te resulta imposible subir una

",es,"AMN1_2 - es
>> Sería la primera vez
>> muy fatigante que sea psicológicamente , no
>> se habría aburrido era la subida mínima
>> primitivos , que eran de otro mundo
>> El proceder común era llevar se el
>> humanidad no podía ser débil .
>> En ninguna circunstancia era válido arriesgar el
>> Estos solían ser sus últimos pensamientos
>> concluir su odisea eran tan bajas que
>> la misión , ser grabado por las
>> pudieron negar que eran testigos de algo
>> no sabían qué era ) y más
>> : la cumbre era cubierta por huesos
>> No fueron los primeros y

AMN1_3 - es
>> los países que son los objetivos de
>> de el latín sería el italiano ya

AMN1_4 - es
>> Es para garantizar la
>> nuestros lectores siempre es nuestra prioridad .
>> y exagerada que sea una frase ,
>> ¿ Peaky Blinders es de lejos la
>> ¡ Tú eres el elegido/la elegida
>> para analizar dichos seres desagradables .
>> no hace falta ser una atleta para
>> de conocimiento no es un crimen .
>> una degradación cultural es que las personas
>> Es muy probable que
>> No es un pecado alejar
>> el gurú no es más que un

"
AMN1,AMN1_1,"['AMN1_2', 'AMN1_3', 'AMN1_4']",las razones (por) [para] cometer delitos son muy diversas,por,"AMN1_2 - por
>> su agotadora caminata por unos minutos ,
>> esta ascensión , por muy fatigante que
>> carecía de aire por completo .
>> Por eso , los
>> la razón verdadera por la que un
>> Miraron fijamente por el cristal empañado
>> No podemos respirar por él ” ,
>> , ser grabado por las aeronaves automáticas
>> Pasaron por un valle pequeño
>> cumbre era cubierta por huesos humanos .
>> de desmayar se por el cansancio se

AMN1_3 - por
>> cambiar su título por "" el imperador
>> llevada a cabo por gobernadores romanos podría
>> frenado o impedido por completo la expansión

AMN1_4 - por
>> Responde por favor el siguiente
>> ¿ Por más cursi y
>> gusta invertir cien por ciento de tu
>> Por Instagram se ven

",para,"AMN1_2 - para
>> Para los que consiguieron
>> de 300 kilómetros para ver el enorme
>> cerró sus ojos para siempre .

AMN1_3 - para
>> las respectivas regiones para "" traer les
>> los Estados Unidos para la seguridad y
>> a los estadios para celebrar el renacimiento

AMN1_4 - para
>> Es para garantizar la dignidad
>> quitas el contacto para salvar tu propia
>> y seguir chambeando para tus metas .
>> necesaria distancia científica para analizar dichos seres
>> con las negociaciones para enseñar a otros
>> aprovecharé la ocasión para dar te unos

"
